"name","type","guests","cabins","crew","length","year","model","summerLowSeasonPrice","summerHighSeasonPrice","winterLowSeasonPrice","winterHighSeasonPrice","description","rating","baseMarina","country","photos","userId","createdAt","updatedAt","id","similarYachts"
SALLYNA,Gulet Yachts,12,5,8,48.01,2023,Custom,19214.00,21714.00,19214.00,19214.00,"The 48m/157'6"" gulet yacht 'Sallyna' is an excellent new superyacht for the luxury charter market. Delivered by shipyard Su Marine Yachts and featuring interior styling by Stephen Huish Design she can comfortably accommodate up to 12 guests in 5 cabins.",5.00,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALLYNA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALLYNA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALLYNA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALLYNA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALLYNA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"9468977d-9dfa-4090-8738-661ce1e6db7b","{1a36855c-5368-4097-9de4-67e7d2e8ef68,5209cb32-9434-4a8b-93f2-e782406b5760,35de0e8c-9fa9-4f26-ac98-fa0bc6e168f3,24a9387f-8577-4ef8-a925-b3fb89feb890,9504e930-818a-4f1b-85af-e6419ab6a193,ab007737-4b7a-4fdf-84d4-888e6f21c8ad,62b9a35c-bd42-431f-bfa2-ba7a42e7f67e,0655d3bb-6fcf-41df-878c-8f42c08875cc,8f851196-881e-4560-a67d-24fdf8b6e50d,fa20f7d6-d533-40e8-a5ba-a356cbd9823f,7c5da063-87e2-40f5-b80a-9d0c6b039049,b51b2498-0170-4ff9-a1a6-622238482fcb,f496be1f-56db-4b22-96de-e26088ac511f,c863c866-8b7e-4cb8-b0e8-799e942e71c3,9f2dc21e-673b-4aab-b254-6a9ca6fe5169,4502de69-c671-42c8-be42-e7cd63f536d7,0def11cf-d494-4637-8783-611f60f0bda1,badf5598-09f6-471b-9e1d-559392cbffd6,2339053b-5e07-4679-8cd5-6867087a3a48,146fecd9-2be3-4b1f-9ab1-63739d50aac4}"
SALTY,Motor Yachts,10,4,4,23.85,2024,Alalunga 78,4857.00,5571.00,4857.00,4857.00,"The 23.85m/78'3"" motor yacht 'Salty' by shipyard Spertini Alalunga offers flexible accommodation for up to 10 guests in 4 cabins.",3.90,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALTY/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALTY/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALTY/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALTY/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALTY/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,db15ff86-9140-488a-989e-542067b7006d,"{bea4a137-79c2-4700-a0ba-e3557c26684f,33bd64ef-bf60-4d10-82b5-bae88aae1e65,02bbbf25-5b23-4c9e-9a16-fd1c9b7d3459,ca71fb92-de6a-48b9-b31a-9fc490dc0d99,4afb9da3-1cd4-42ba-ac01-606f9d7767f9,c40ed4ef-2d0c-4583-a03b-16f94650aa5b,16266974-c3e9-4d7b-8c26-c113d27272d4,ff410d1f-4026-4542-8dbe-e59a2a037220,f2b80ccd-affd-4a2f-9d73-add42c02237d,5c5ee6c3-1d82-46ad-8687-303b24c4bde8,8c76bc39-4711-4b8a-afd0-7f80e8087c52,e1d3e261-5dcc-4b75-93be-ae8d46a2c146,1c711ab6-5a10-4dfb-b1c8-914b8eb4ab7e,74ef609f-dd90-4a74-824b-7946d46ab9b6,afc9a713-42f3-49e0-96ca-f75edec7aedd,b15679c6-f1ca-4f3a-a8ca-8ab8fa5a72b1,5acfb3c8-00f6-477c-93ed-0f922cff83e2,6f28b28a-cdca-4799-bf79-e760b2b671f9,a6688141-4438-47f1-9e8d-2e69725ecfc5,34548fc0-502f-4de6-b221-d3776a292415}"
SALUTE,Motor Yachts,9,4,6,30.02,2008,Tradition 100',10571.00,12214.00,10571.00,12214.00,"The 30.2m/99'1"" 'Salute' motor yacht built by the Italian shipyard Benetti is available for charter for up to 9 guests in 4 cabins. This yacht features interior styling by French designer Zuretti.",4.30,Virgin Islands,USA,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUTE/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUTE/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUTE/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUTE/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUTE/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"780eb724-61b4-424d-b5a4-9b97444abdf8","{3303aa4d-d3ef-4e41-acd6-1950ed76eda2,48ae5da3-1fa6-4db6-8dc1-7a9196c00498,5ab67643-2537-4b8d-bcfc-690ce9c67bac,f787d8dc-63e4-4c42-8024-8e2c9a4cd43d,55be38c2-9132-4dde-91ef-74cad596e9a8,62feeedd-ebc5-4912-8b70-94337c92d557,222f7da2-f8f6-48b9-a45a-4d6ae99352fb,50045f0f-9813-46f6-be2f-ec630ef43409,6ed25afe-8f5c-473b-b787-68517dd7e681,25b2a586-d6fd-452a-b5d6-c51454bb39e5,502ad0f0-1994-4fe0-9638-7e3033b066ac,e9a577ef-3a5c-4e19-85c1-a7eb1c8359f1,7d71a6cb-cd27-41bc-ae19-2774b8485773,1e527d72-a744-48be-9a78-cb20d43c3cf6,95d146e5-ad06-46a1-9363-02a553b9c7fe,d439cab0-4e7e-4c55-b942-8d7128308fd5,9bf34edf-9c04-458e-a611-e2b9b09fb342,aede3d83-184e-49a4-9c2e-d458ca865900,a5458ea9-5311-4ac4-bd9a-2f40522d6350,02e38825-3aee-42ec-ac50-65635ebeb3c3}"
SALUZI,Motor Yachts,32,16,34,69.00,2014,Conversion,79643.00,79643.00,79643.00,79643.00,"The 69m/226'5"" 'Saluzi' motor yacht built by shipyard Austal is available for charter for up to 32 guests in 16 cabins. This yacht features interior styling by American designer Luiz de Basto Designs.",4.50,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUZI/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUZI/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUZI/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUZI/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SALUZI/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,df2be5aa-5576-4455-bfdb-3d1da64179e6,"{985831d5-7843-4d1c-9c3f-276f300de2ec,4feacfc7-9af7-4236-89ad-1d7440bf455b,34a406ef-d1e0-488d-8771-42c3aa61e0fe,33db93c7-103a-43c1-8891-f69d50fc9832,471e99bd-ae72-4de5-84da-d0e16fc4aa9a,4501c006-18a8-411c-aeba-d5d1aa03053e,913bad46-b3cc-4c8c-88a8-fab9118dde89,eadf81ce-f806-4ad6-a24d-ba7370adbd73,49569357-627a-4f3d-8abf-8d58778a073d,1ee04977-f139-432e-8463-476a4ac3e94a,42284a71-7aa9-4910-a5f9-9aa4b10acbe6,da2a87d6-23b3-4787-97c8-bc3cef662932,ca98483c-542e-4df0-98dd-f5113bf1d9b4,47b30809-722d-4a08-a378-773144257dd6,e4eb7bc3-6062-49bf-8ba4-f5cc69b78211,977f8a31-06fc-4060-95d1-d084758060af,6ec5dbcd-6258-4036-91f4-bfc009b1cd8f,73e4ec18-a95a-4479-a058-e3b2cb04252d,bc512294-ca13-4346-83e2-f4f7e9445204,e714dcdc-ff92-4b21-a660-6a68ecf52920}"
SAMADHI,Motor Yachts,12,5,16,60.96,2024,Custom,62786.00,70214.00,62786.00,62786.00,The multi-award winning 60.96m/200' motor yacht 'Samadhi' (ex. April Fool) by the Dutch shipyard Feadship offers flexible accommodation for up to 12 guests in 5 cabins and features interior styling by Larvor.,5.00,Scandinavia,Norway,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMADHI/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMADHI/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMADHI/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMADHI/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMADHI/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,e68fd6f8-889b-424e-96e7-5823d4127b34,"{67476281-721c-45b2-8207-e250faf036e7,97a2fab3-33fd-4fd0-93f6-590304bf1eb5,82f03c78-a7f2-4e0f-aa71-1e326f6b3921,514321ef-16a0-4b40-b195-39de924d8c72,ba5bfbc5-a39a-4ac7-842d-e4e4f5ae2ead,8e4f701d-6abd-47b3-9f7b-af0a972efb64,6bc6a776-1964-4949-babf-de8bdb5e92e9,a47f2393-31e3-477e-98c2-92bcee10fec9,5b155c77-2130-4f04-a7f1-b087dca27b3f,56cdf9d1-3c3e-4af2-8eaa-f45f0c5fd077,9678a80b-6935-431f-9761-b2be45ea4d43,283a8cbf-8685-4253-bd80-56bd4a543203,52165dfd-612d-4be7-91ec-5ca1f6688ac9,df6c7a6f-9ce6-43cb-a19c-7d139934bb0e,45591866-e90b-4f55-924d-212e56f440c8,a154b39c-c784-40c4-9f5c-3acaacdf1ff3,5eb5ad8a-03f9-4884-a206-15bd804bf361,956f189f-863b-4951-9fa2-da61d25c7d62,928b4bad-ed27-400d-9fe6-43513af99217,dc1b6f35-c948-436f-ad6c-69c64db5bfe9}"
SAMARA,Catamarans,8,4,4,24.17,2016,Custom,10571.00,11429.00,10571.00,11429.00,"The 24m/78'9"" 'Samara' catamaran yacht built by shipyard Pachoud is available for charter for up to 8 guests in 4 cabins. This yacht features interior styling by Sylvia Bolton Designs.",3.70,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMARA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMARA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMARA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMARA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMARA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"1e56f546-252e-48a1-890d-7df9bf075a04","{a9457657-c84e-42a1-8f21-cc0a24360266,1026dd95-e768-4fea-aacb-b1f529acd286,8a8ead35-e83e-4586-a211-b54708b5a24d,80a26277-92ac-4ff1-b0c1-9de1d76a6750,8d1f7f9c-430f-4992-838b-c9b68131db86,a041043f-fdf1-4366-9ed0-4115cd13be68,b4b41780-4253-4c44-971c-cd38fe645972,066f6ab0-b71e-4847-9856-51dbb2f1c0fa,714f6960-8814-4776-8406-e5e4a703c9f3,c37da04c-e0f5-499c-a991-3641564d3c0c,162ca753-e836-4b37-a88e-f00fd8c9d44e,dfc97571-63b1-4159-aa1d-bd699aa8237c,b15679c6-f1ca-4f3a-a8ca-8ab8fa5a72b1,6af67187-1fa6-4f1d-ad7e-05d81f4e551f,662379f3-a241-4667-8de7-4c902676c3bd,e1d3e261-5dcc-4b75-93be-ae8d46a2c146,7f5bb3e7-1e23-4c5f-afe0-8478ee927976,13dfbc42-b5c4-4127-aa09-397a68a9f7d2,db0f78f3-f41f-4ab7-ae28-8b3418df8cb5,10fa6907-0e42-4d01-b418-d03984a35845}"
SAMIRA,Motor Yachts,6,4,2,23.25,2024,"76' Perseo Super",8643.00,8643.00,7500.00,7500.00,"The 23.25m/76'3"" motor yacht 'Samira' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Riva and featuring interior styling by Italian designer Riva she can comfortably accommodate up to 6 guests in 4 cabins.",4.80,Calvi,France,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,e0d7bdcd-0ff3-4dd3-99ae-9f2e5c549033,"{3186df3c-7130-4849-9880-4fd70482701f,77e4ef62-8b46-4fcd-9844-d7d0bad61591,fdf36ea6-fee7-4c99-955e-701e129bb59d,a42597da-a7b4-40f3-9edc-6e2b2e4d6f4c,f42b2ea3-a3d2-4445-af32-1bf982de3bff,351097b2-3ec9-4cb3-b723-bffa46d26666,ce7cf548-6067-4a51-bab3-42e888272743,02205045-be5d-4464-8f6d-2c76d504ec93,b1ef8c90-60ae-4b08-9148-adb0f5f5304a,bcfa043f-e914-4c12-b438-fdd962244cf1,3c962999-858a-46d5-8f8a-18d0fca7c6c9,0a050be8-0eab-45ac-8646-eeb0a8a2a426,a2e054ad-2760-4d07-be28-7b5486804af1,c17198c4-f2ab-4533-afb7-20e576acbc9e,717f0151-8ab9-4b0f-8e90-7bec697dbfc1,b162a734-2aa5-4a30-888b-74cd5a542790,212444e8-1a80-4044-a882-f061818d1985,dd6ddc77-1e92-4ff2-9926-d480058ca8f1,5905c6db-a6fd-40ca-a911-2e4ef7cdaa06,37f130b0-e3dd-455d-9332-b3fa1e2092c6}"
SAMIRA,Motor Yachts,12,5,13,55.00,2024,Custom,50286.00,58643.00,50286.00,58643.00,"The 54.99m/180'5"" 'Samira' motor yacht built by the Dutch shipyard Amels is available for charter for up to 12 guests in 5 cabins. This yacht features interior styling by English designer Terence Disdale.",5.00,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMIRA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,da101547-55fc-4779-8484-0ca994579e8a,"{e089e823-fdf6-4bd5-8caa-e8b2614cb971,5298c168-3877-4ed2-8ba6-848f823e832a,a84a6ce6-e457-479c-bf75-f5781756f40a,9ef2bfa5-6050-4c7d-abab-c8d547f8c52b,3719d228-8965-4b99-99ea-153b9a6f148a,28b28c51-3ebd-4b26-9fd0-5542454c265c,3cc2b398-5285-4c31-b977-29aafb178876,63c1f51b-9ada-45dd-b95c-4be657e6ffd5,27075599-eeec-4da3-bd70-cf5530903521,7e51b474-a7f3-41cf-9e6e-f042e455bf8e,e7352b52-7eb0-4176-99f4-ac052490e3b3,19dc2c49-863e-418d-8f12-d0914e686545,486a8456-ab2f-48ca-bd22-3d0f06133790,d5043651-d360-4a4a-8341-0f757f1069fd,c80378a7-cf6d-49b1-938e-35a71032396b,93d01a85-0102-4e39-8b89-69057cd181bb,4bad7d44-2368-474d-a69c-2184396f5b5a,3128e759-22ca-4bae-97f1-eabda5fe244e,6b4b9a61-2383-46de-aece-c285c5775025,5a1fab7d-4a4c-4b24-90e4-ffe8213585fd}"
SAMJA,Motor Yachts,10,5,7,39.50,2015,ISA 133,19857.00,22357.00,19857.00,22357.00,"The 39.5m/129'7"" 'Samja' (ex. Kolaha) motor yacht built by the Italian shipyard ISA Yachts is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by Italian designer Michela Reverberi.",4.30,Cannes,France,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMJA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMJA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMJA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMJA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMJA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"5c7ff8d9-7b91-492b-a38f-4a8ca9b4b1ce","{3df2bacd-0af3-4863-aa1c-9772b9c0b061,bda14466-9d36-421c-abd6-9ad5d1c9a7e5,87ec5461-69b3-48ae-9282-a21f519e50aa,8fb305d1-4a05-4364-9268-60df8de405e9,a1181b36-49b1-49f4-bf60-5ff5bea2037a,d95fe57e-57bc-42dc-9dff-3ef9dab55bfe,292080e4-566b-4067-b2c8-54281e4a52ff,e268e2ec-31c7-4c74-8a31-a6ca46a9de88,c036e89a-dd36-4126-acd2-6008ecb1310c,3dc13036-2766-4266-86cf-772b5aa37d09,69a5e27f-0bb2-4c8b-9264-237fe1e43b6d,9a504274-f2c9-4b59-b921-94e5cd480745,e4681ee0-520d-4107-9bb6-e3c461fc3476,b6e23e60-4564-42c3-b72b-a9127b683bd5,d113b0a4-bc82-4a48-a384-8ddd8e7affde,4fd3808c-da03-41b5-837d-76c35dc56879,fdbefbdd-c21b-4c42-b631-195498b6b266,2ee24981-65cb-4654-b3a5-6885185451d4,a10b422a-93a2-4d06-ac15-66203db5428a,0113a733-1651-4b51-939f-6eabcdcab04e}"
SAMSARA,Motor Yachts,12,7,28,88.50,2023,Custom,182143.00,182143.00,182143.00,182143.00,"The 88.5m/290'4"" 'Samsara' motor yacht built by the Dutch shipyard Oceanco is available for charter for up to 12 guests in 7 cabins. This yacht features interior styling by Dutch designer Sinot Yacht Architecture & Design.",5.00,Virgin Islands,USA,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMSARA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMSARA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMSARA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMSARA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMSARA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,a57d7b1d-4874-46fb-90e3-dd467b2c5f65,"{92b3e858-8ee4-429a-8561-f7349149e61b,4c133488-12b5-45a4-bdd0-4007c4f75872,ad8a0d37-2731-4f25-bcf3-4c2b184a95bc,cd1fe858-d63a-4cbe-8887-156160be6817,4d8581dd-ca31-4686-98ef-7a2a2194c406,eb6ec706-f623-447c-a09c-3163d8756a16,26e9d494-4489-4d99-93ff-787396e8e11b,094fa44d-babc-472a-ab1d-985c74f0e793,e44b499a-8207-4c79-b710-762c2c3e3f5e,a2ffcf6e-8fb9-4fa6-9fe5-2a47a14a54d5,317abf73-a1c4-4f6e-9765-3473c05a42d7,f4ca2c49-50a0-4afd-b88a-cadf35f95354,95ae4e12-991d-47f3-900a-ceb1658519eb,ff9540b1-6036-42e0-b17c-55d19e319b6a,838e71ef-f690-4d73-812d-d0955b9db731,7a86c87f-db3f-4c3a-9919-03b0a1d827ee,5f174e25-ec92-4d3c-924b-66f4e2d96874,bee5f75f-7eee-470a-8101-874eddb7efa1,f5a91437-dfc0-4aee-989f-a3c107691f5a,f4a083c4-38f7-4b69-b9ba-3e9ca7d0332a}"
SAMURAI,Motor Yachts,12,6,15,60.30,2019,Custom,71286.00,76357.00,71286.00,71286.00,"The 60.2m/197'6"" 'Samurai' motor yacht built by the Turkish shipyard Alia Yacht is available for charter for up to 12 guests in 6 cabins. This yacht features interior styling by British designer RWD.",5.00,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMURAI/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMURAI/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMURAI/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMURAI/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAMURAI/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,ba5bfbc5-a39a-4ac7-842d-e4e4f5ae2ead,"{8e4f701d-6abd-47b3-9f7b-af0a972efb64,5b155c77-2130-4f04-a7f1-b087dca27b3f,6bc6a776-1964-4949-babf-de8bdb5e92e9,56cdf9d1-3c3e-4af2-8eaa-f45f0c5fd077,a47f2393-31e3-477e-98c2-92bcee10fec9,df6c7a6f-9ce6-43cb-a19c-7d139934bb0e,a154b39c-c784-40c4-9f5c-3acaacdf1ff3,8266a77a-cd39-4953-8b3d-7b20dc6393b5,0286419f-394f-4012-91d6-d0570ac14ab3,8bd0b8d4-9641-4008-bb0b-a25597bdcd50,928b4bad-ed27-400d-9fe6-43513af99217,292cb845-4815-4ad0-9e9c-ee1cfb47990e,8a04d162-0f7d-4fd8-b75a-c37e3c4f2e25,67476281-721c-45b2-8207-e250faf036e7,dc1b6f35-c948-436f-ad6c-69c64db5bfe9,05208484-4f33-4dfe-8dd5-f91c6183ad74,97a2fab3-33fd-4fd0-93f6-590304bf1eb5,45591866-e90b-4f55-924d-212e56f440c8,f013066d-9fc1-4972-99d0-22ea0852ed2a,283a8cbf-8685-4253-bd80-56bd4a543203}"
SAN ANTONIO,Motor Yachts,36,18,8,44.65,2018,Custom,9429.00,13214.00,9429.00,10857.00,"The 44.65m/146'6"" 'San Antonio' motor yacht built by shipyard Custom is available for charter for up to 36 guests in 18 cabins. This yacht features interior styling by Ivica Sarun.",4.50,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN ANTONIO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN ANTONIO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN ANTONIO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN ANTONIO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN ANTONIO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,dcef3898-06e0-4afb-8e24-3ced7325a880,"{a848ae1e-a4da-4e3d-b0e6-209410d44edc,9717c860-a40e-48ff-9870-16fdf0161fc6,d2d9d134-e66f-4934-8934-6dc67379fe1b,08c887e2-fc54-4ec8-b2c0-1cc7753a72e2,2e71b81b-cfa5-47a5-909c-a205d340ce01,2b242632-251f-44c1-8618-501fc9cdea80,d4ae0f11-d27e-422e-a122-31dfd7370e9d,9b3936e1-6eb0-4417-b8d4-de9c37d1ff01,81b26270-2626-415b-9591-82b3ffaea2ad,237a91f9-31f6-48fa-a150-3e0e1967797b,1f05d182-338b-49ff-829f-6ddc19910ce5,2fc7e4e3-9c51-4316-bea1-c11c7e48b94d,e5f3e398-c1cc-438e-8c0c-a21efa396fb5,aeb01a89-e8ba-42d7-aec9-e67cb0ec56ca,b61fade5-e652-4ab2-b037-f8a408c78d8c,14d0e4ca-05d1-4ca2-b3eb-99a8644a0c34,1d011626-ef62-4e23-84de-9969a40e48fd,d9f1fa0e-2399-4305-a737-5395a8ab503c,cd61e8f7-532a-4070-a35e-6f3c46d8828a,dc8601c3-9d5f-4134-812b-98cc1d88b839}"
SAN DI MANGIO,Motor Yachts,8,4,3,22.00,2020,Ferretti 72,3571.00,4571.00,2429.00,3571.00,"The 22m/72'2"" 'San Di Mangio' motor yacht built by the Italian shipyard Ferretti Yachts is available for charter for up to 8 guests in 4 cabins.",4.00,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN DI MANGIO/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN DI MANGIO/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN DI MANGIO/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN DI MANGIO/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/SAN DI MANGIO/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,c89dfbf9-4d2e-4afe-bca8-1c04010f849f,"{b73f112e-d01d-4663-8982-a76eecbbb2e6,0191a05e-dea7-4a18-9b3f-30d7b0c75bce,2ab3871a-2e9b-469b-9896-af3871c6a092,bc729728-a929-46a5-b883-646e25a98083,3136791b-da45-4d5b-a5c1-88eea4e4f115,bbffe38a-f5d9-4a1e-8e34-523446308c85,ee7842e5-3d7d-482b-bf43-0c0e2b89b84d,11eb6c20-c890-4885-af8a-7662d0129613,1e22d50f-0e8e-4df1-8cde-342135867737,962af6b3-16ac-4408-a9b3-3c36f6454a3a,ddc9c247-1fd4-40d2-8eb6-ed23a599a594,73849422-37bf-4c69-9630-2d39b029f374,a9fe4db4-7cc5-4bd5-9e96-b06ec8be13a0,cbb47cf0-b48a-4ad5-80be-ccbf409548ac,deffb1ac-7f15-40fa-b57e-b1037f5e1d4c,dfac5419-a317-4bab-997a-44d6ec3d3d6d,4888819c-6c1f-45dc-9f2a-10af68b5fda0,cd9470db-974e-4aff-828d-ae52b82f8937,0d7118f9-7f56-4dac-b80e-eef58951ac1d,8eb08059-2d1f-4b13-9de1-4165a7982bec}"
